--------DVBS Program Data!--------
NOTE: Channel Number/Channel Name/Service Type/Free or Scramble/Frequency/Polarity/SymbolRate are forbidden to edit!Only support re-ordering.Forbid delete channel!
Channel Number,Channel Name,Service Type,Free or Scramble,Frequency(MHz),Polarity,SymbolRate(KS/s),[S]
1,RADIOS ESP ,RADIO,Free,10847,V,22000
2,Radio Maryja ,RADIO,Free,11186,V,22000
3,TSR Turkce ,RADIO,Free,11612,H,22000
4,RNE RADIO 1 ,RADIO,Free,11627,V,22000
5,RNE RADIO 3 ,RADIO,Free,11627,V,22000
6,RNE RADIO 4 ,RADIO,Free,11627,V,22000
7,RNE RADIO 5 TODO NOTICIAS ,RADIO,Free,11627,V,22000
8,RNE RADIO CLASICA ,RADIO,Free,11627,V,22000
9,RNE RADIO EXTERIOR DE ESPAÑA ,RADIO,Free,11627,V,22000
10,Dlf Kultur ,RADIO,Free,11954,H,27500
11,Dlf ,RADIO,Free,11954,H,27500
12,Dlf Nova ,RADIO,Free,11954,H,27500
13,DRadio DokDeb ,RADIO,Free,11954,H,27500
14,ROCK ANTENNE ,RADIO,Free,12148,H,27500
15,ERF Plus ,RADIO,Free,12148,H,27500
16,ERF Pop ,RADIO,Free,12148,H,27500
17,Life Channel CH ,RADIO,Free,12148,H,27500
18,sunshine live ,RADIO,Free,12148,H,27500
19,ANTENNE BAYERN ,RADIO,Free,12148,H,27500
20,Bayern 1 ,RADIO,Free,12266,H,27500
21,Bayern 2 ,RADIO,Free,12266,H,27500
22,BAYERN 3 ,RADIO,Free,12266,H,27500
23,BR-KLASSIK ,RADIO,Free,12266,H,27500
24,B5 aktuell ,RADIO,Free,12266,H,27500
25,BAYERN plus ,RADIO,Free,12266,H,27500
26,PULS ,RADIO,Free,12266,H,27500
27,BR Heimat ,RADIO,Free,12266,H,27500
28,B5 plus ,RADIO,Free,12266,H,27500
29,hr1 ,RADIO,Free,12266,H,27500
30,hr2 ,RADIO,Free,12266,H,27500
31,hr3 ,RADIO,Free,12266,H,27500
32,hr4 ,RADIO,Free,12266,H,27500
33,YOU FM ,RADIO,Free,12266,H,27500
34,hr-iNFO ,RADIO,Free,12266,H,27500
35,MDR SACHSEN ,RADIO,Free,12266,H,27500
36,MDR S-ANHALT ,RADIO,Free,12266,H,27500
37,MDR THÜRINGEN ,RADIO,Free,12266,H,27500
38,MDR KULTUR ,RADIO,Free,12266,H,27500
39,MDR JUMP ,RADIO,Free,12266,H,27500
40,MDR SPUTNIK ,RADIO,Free,12266,H,27500
41,MDR AKTUELL ,RADIO,Free,12266,H,27500
42,MDR KLASSIK ,RADIO,Free,12266,H,27500
43,NDR 2 ,RADIO,Free,12266,H,27500
44,NDR Kultur ,RADIO,Free,12266,H,27500
45,NDR Info ,RADIO,Free,12266,H,27500
46,N-JOY ,RADIO,Free,12266,H,27500
47,NDR 90 3 ,RADIO,Free,12266,H,27500
48,NDR1WelleNord ,RADIO,Free,12266,H,27500
49,NDR 1 Radio MV ,RADIO,Free,12266,H,27500
50,NDR 1 Nieders. ,RADIO,Free,12266,H,27500
51,NDR Info Spez. ,RADIO,Free,12266,H,27500
